Temperature,Humidity,Wind Speed,Month
24.983,0.500,10.690,9
24.778,0.540,10.223,9
22.733,0.620,8.919,9
19.956,0.780,9.660,9
18.933,0.790,7.583,9
17.667,0.840,11.270,9
17.161,0.840,11.270,9
16.661,0.880,10.320,9
16.044,0.870,14.329,9
15.389,0.900,10.948,9
15.072,0.880,10.481,9
13.822,0.930,6.182,9
12.711,0.930,3.075,9
12.050,0.960,3.751,9
11.161,1.000,3.107,9
12.161,0.930,4.862,9
14.006,0.990,7.825,9
17.178,0.820,7.438,9
19.033,0.730,7.599,9
22.061,0.650,5.184,9
22.806,0.620,7.953,9
24.933,0.510,4.637,9
24.050,0.540,4.717,9
25.994,0.480,3.220,9
26.994,0.450,7.986,9
24.922,0.500,10.433,9
22.756,0.570,8.002,9
19.006,0.730,8.195,9
18.089,0.830,7.728,9
17.778,0.780,9.579,9
16.667,0.840,6.408,9
15.789,0.850,6.360,9
13.961,0.900,3.671,9
14.428,0.900,6.762,9
11.650,0.800,10.127,9
14.294,0.870,6.810,9
12.694,0.900,3.719,9
12.800,0.930,3.928,9
11.094,0.930,3.703,9
12.117,0.930,8.340,9
14.756,0.880,10.481,9
17.689,0.740,19.932,9
20.956,0.580,21.510,9
21.556,0.560,16.486,9
23.794,0.370,20.028,9
23.844,0.350,16.921,9
24.672,0.340,14.426,9
23.889,0.360,12.622,9
23.911,0.360,15.488,9
22.850,0.380,10.723,9
21.156,0.420,9.483,9
17.317,0.580,9.708,9
14.539,0.700,4.910,9
13.778,0.680,5.120,9
13.733,0.700,11.045,9
13.322,0.700,10.417,9
11.633,0.750,6.665,9
11.489,0.750,10.900,9
10.678,0.780,3.510,9
10.450,0.780,11.093,9
9.361,0.840,11.238,9
9.506,0.840,6.279,9
7.689,0.890,4.862,9
8.756,0.900,4.798,9
12.183,0.760,10.240,9
16.094,0.620,12.461,9
17.806,0.520,13.910,9
20.900,0.460,14.120,9
22.222,0.430,15.263,9
22.778,0.380,13.959,9
23.689,0.380,11.721,9
23.817,0.380,10.851,9
23.817,0.380,12.381,9
22.744,0.380,9.966,9
20.017,0.460,9.080,9
17.150,0.550,7.680,9
15.050,0.640,7.889,9
13.706,0.680,4.605,9
12.622,0.730,3.220,9
11.867,0.790,6.086,9
13.450,0.660,6.440,9
12.361,0.680,6.408,9
10.567,0.810,3.220,9
9.261,0.810,3.365,9
8.728,0.840,3.365,9
8.106,0.880,3.494,9
7.106,0.930,1.819,9
7.739,0.890,4.717,9
11.956,0.740,4.894,9
15.933,0.570,7.808,9
18.794,0.480,9.435,9
21.039,0.420,9.676,9
22.800,0.370,9.467,9
23.883,0.300,9.435,9
23.839,0.320,3.864,9
24.928,0.320,7.760,9
24.972,0.300,4.041,9
24.022,0.300,3.574,9
22.122,0.360,9.258,9
17.656,0.510,7.680,9
17.150,0.550,10.272,9
15.856,0.590,8.050,9
14.739,0.610,6.440,9
12.778,0.680,3.784,9
11.200,0.720,3.156,9
11.100,0.740,3.075,9
12.400,0.790,5.957,9
10.061,0.830,3.574,9
9.044,0.850,3.365,9
9.850,0.820,6.199,9
9.972,0.770,3.558,9
10.994,0.780,7.712,9
13.567,0.680,7.519,9
17.528,0.570,3.333,9
20.994,0.500,4.846,9
22.617,0.460,3.606,9
24.950,0.390,7.664,9
25.994,0.360,4.428,9
26.011,0.370,7.487,9
27.106,0.340,2.914,9
27.061,0.340,4.653,9
25.950,0.370,4.798,9
22.700,0.450,7.937,9
19.789,0.540,11.045,9
17.744,0.620,4.766,9
15.950,0.680,7.792,9
15.878,0.710,6.231,9
14.767,0.720,5.925,9
13.261,0.780,3.220,9
12.306,0.830,3.204,9
11.389,0.840,3.236,9
12.700,0.770,3.220,9
12.083,0.810,3.107,9
11.833,0.840,3.494,9
10.994,0.870,1.610,9
10.994,0.860,3.220,9
14.706,0.830,2.318,9
19.617,0.590,2.930,9
22.111,0.470,7.599,9
23.778,0.420,3.510,9
26.044,0.350,4.331,9
26.111,0.360,4.266,9
27.039,0.340,6.730,9
27.156,0.340,7.615,9
27.172,0.340,4.540,9
26.000,0.340,4.750,9
22.728,0.420,4.733,9
18.861,0.570,3.188,9
17.422,0.640,4.476,9
15.928,0.680,3.188,9
14.817,0.730,3.188,9
13.389,0.770,4.717,9
12.250,0.830,3.365,9
11.139,0.860,6.424,9
13.661,0.550,12.316,9
9.567,0.830,3.333,9
10.556,0.860,3.365,9
9.444,0.920,3.494,9
8.917,0.930,7.712,9
9.956,0.860,3.349,9
13.722,0.830,4.894,9
17.644,0.610,7.857,9
21.972,0.470,9.290,9
23.644,0.420,13.878,9
25.972,0.350,12.413,9
27.128,0.340,16.889,9
26.956,0.340,16.341,9
27.172,0.340,19.932,9
26.083,0.390,16.953,9
25.056,0.380,18.579,9
22.750,0.480,15.005,9
19.950,0.500,9.451,9
19.756,0.480,12.767,9
18.572,0.430,11.157,9
18.039,0.430,14.281,9
16.928,0.460,10.723,9
15.817,0.450,14.281,9
14.883,0.450,13.701,9
10.706,0.710,3.767,9
13.239,0.500,10.449,9
12.050,0.560,10.449,9
11.517,0.590,9.869,9
12.017,0.590,11.850,9
12.361,0.570,14.909,9
14.456,0.540,11.302,9
15.978,0.450,19.578,9
18.756,0.410,16.583,9
20.683,0.320,16.921,9
22.178,0.290,16.905,9
22.756,0.280,15.520,9
24.594,0.290,16.438,9
23.867,0.320,21.687,9
23.911,0.320,21.542,9
22.856,0.320,18.773,9
20.161,0.400,9.402,9
17.367,0.480,9.467,9
15.483,0.540,5.442,9
14.528,0.560,6.649,9
13.778,0.570,6.649,9
12.983,0.600,6.875,9
15.628,0.870,3.075,9
15.556,0.900,3.365,9
15.467,0.880,3.123,9
14.467,0.900,3.365,9
13.472,0.900,3.075,9
13.039,0.930,3.478,9
12.406,0.870,3.188,9
16.117,0.870,6.440,9
19.767,0.760,3.075,9
23.844,0.550,3.220,9
27.106,0.400,2.930,9
27.683,0.360,2.431,9
28.817,0.320,7.551,9
29.950,0.320,9.338,9
29.133,0.350,6.730,9
30.022,0.340,9.370,9
31.083,0.320,9.596,9
30.867,0.320,6.698,9
28.933,0.360,3.091,9
25.139,0.450,1.674,9
21.622,0.620,1.964,9
19.028,0.690,4.460,9
18.961,0.660,3.220,9
18.561,0.740,3.075,9
11.533,0.680,3.333,9
10.472,0.720,3.220,9
10.861,0.800,5.877,9
8.850,0.780,6.440,9
8.822,0.810,3.268,9
8.494,0.850,3.349,9
7.778,0.890,4.685,9
7.756,0.890,4.814,9
13.500,0.750,7.197,9
18.667,0.570,7.921,9
21.022,0.490,7.970,9
22.678,0.450,11.946,9
23.861,0.410,13.556,9
24.978,0.390,19.690,9
25.883,0.350,21.638,9
26.089,0.360,16.599,9
26.039,0.360,20.028,9
25.017,0.360,18.499,9
22.267,0.400,12.429,9
19.856,0.460,9.193,9
16.356,0.600,4.637,9
13.867,0.680,7.905,9
13.967,0.700,6.488,9
14.072,0.760,3.156,9
16.761,0.780,3.300,9
15.694,0.840,3.123,9
20.056,0.580,10.980,9
14.517,0.870,4.766,9
14.494,0.870,3.156,9
15.217,0.820,5.216,9
14.956,0.790,4.701,9
17.089,0.760,4.733,9
19.922,0.660,6.987,9
24.906,0.480,9.241,9
26.783,0.420,11.206,9
28.972,0.360,9.885,9
30.139,0.340,12.864,9
31.183,0.320,12.655,9
31.211,0.270,15.037,9
32.244,0.260,11.302,9
32.267,0.260,8.436,9
32.111,0.240,8.259,9
31.111,0.250,8.098,9
26.289,0.340,4.830,9
23.939,0.390,8.597,9
20.044,0.500,4.846,9
18.589,0.610,6.649,9
19.506,0.550,6.005,9
22.044,0.450,11.238,9
22.044,0.470,11.028,9
19.483,0.820,10.755,9
19.883,0.560,13.588,9
19.794,0.560,14.313,9
19.250,0.580,12.687,9
18.733,0.620,11.206,9
19.822,0.580,15.359,9
22.300,0.520,16.792,9
24.861,0.460,15.520,9
27.756,0.390,13.830,9
29.789,0.360,10.996,9
31.039,0.350,10.867,9
32.778,0.320,7.696,9
32.639,0.320,7.728,9
32.800,0.320,9.515,9
32.200,0.330,9.708,9
31.922,0.340,7.374,9
31.972,0.340,9.161,9
28.794,0.440,4.733,9
27.144,0.490,7.454,9
23.894,0.690,17.163,9
21.328,0.850,17.404,9
20.789,0.890,5.893,9
21.133,0.860,5.796,9
19.511,0.920,10.127,9
13.567,0.920,7.631,9
18.961,0.860,11.495,9
18.844,0.830,14.248,9
18.328,0.840,14.184,9
17.244,0.750,15.794,9
17.778,0.730,20.383,9
17.928,0.700,15.569,9
21.044,0.570,22.234,9
22.200,0.550,21.960,9
23.694,0.500,19.787,9
24.883,0.470,15.553,9
25.994,0.440,15.955,9
25.156,0.480,19.095,9
24.044,0.570,16.937,9
24.000,0.530,13.991,9
23.172,0.550,15.021,9
22.867,0.520,12.349,9
20.178,0.620,7.631,9
17.650,0.790,4.106,9
15.094,0.860,1.530,9
14.978,0.870,3.043,9
14.722,0.920,3.043,9
13.317,0.950,2.850,9
12.667,0.930,6.150,9
15.239,0.880,3.510,9
11.561,0.960,3.220,9
10.933,0.960,3.333,9
10.744,0.940,1.851,9
10.911,0.930,4.830,9
13.533,0.930,1.674,9
16.900,0.870,3.365,9
19.978,0.720,7.953,9
22.339,0.580,7.921,9
23.833,0.480,4.685,9
25.117,0.390,7.776,9
27.150,0.340,12.365,9
27.039,0.360,4.621,9
26.156,0.390,9.515,9
26.206,0.360,3.526,9
26.194,0.380,4.492,9
25.067,0.440,1.803,9
21.222,0.580,1.530,9
17.811,0.730,2.866,9
16.183,0.860,3.220,9
15.167,0.860,3.590,9
16.406,0.850,4.798,9
16.256,0.880,3.365,9
16.783,0.820,6.521,9
16.717,0.750,4.750,9
14.589,0.850,6.633,9
14.033,0.820,6.408,9
14.739,0.810,6.070,9
15.117,0.820,4.991,9
15.094,0.860,3.590,9
17.239,0.790,3.349,9
18.794,0.650,5.039,9
19.861,0.540,5.104,9
21.944,0.450,13.910,9
22.006,0.440,11.190,9
22.006,0.440,17.356,9
22.250,0.460,20.479,9
19.950,0.540,19.884,9
18.906,0.560,15.214,9
18.961,0.600,9.789,9
17.844,0.650,10.707,9
17.267,0.670,7.648,9
17.239,0.720,0.950,9
16.161,0.800,1.868,9
16.139,0.830,14.490,9
16.644,0.780,2.560,9
16.578,0.780,6.086,9
15.578,0.830,11.206,9
14.778,0.900,9.660,9
14.511,0.890,3.333,9
14.583,0.890,3.590,9
14.756,0.910,3.719,9
14.978,0.870,7.825,9
15.028,0.870,8.130,9
16.083,0.820,13.798,9
17.756,0.700,21.896,9
19.928,0.580,20.415,9
21.067,0.540,20.093,9
22.683,0.440,23.683,9
23.750,0.410,26.436,9
22.828,0.440,20.318,9
23.794,0.390,24.971,9
22.733,0.420,17.291,9
22.061,0.440,21.960,9
21.111,0.490,17.179,9
19.950,0.580,13.959,9
18.789,0.620,7.744,9
17.644,0.710,3.365,9
16.994,0.730,6.279,9
15.244,0.800,6.166,9
9.444,0.520,35.420,3
8.333,0.450,20.930,3
6.856,0.540,33.230,4
6.111,0.570,25.760,4
6.111,0.510,28.980,4
5.067,0.460,28.223,4
3.889,0.480,24.150,4
2.778,0.520,22.540,4
3.872,0.480,26.984,4
3.889,0.520,33.810,4
7.222,0.410,33.810,4
7.711,0.380,26.324,4
8.889,0.340,25.760,4
8.889,0.310,25.760,4
9.861,0.290,24.295,4
10.000,0.250,25.760,4
10.000,0.280,27.370,4
9.950,0.280,27.676,4
8.889,0.310,24.150,4
7.222,0.340,17.710,4
4.200,0.410,9.612,4
2.778,0.460,4.830,4
3.333,0.460,14.490,4
1.944,0.520,13.218,4
-0.556,0.780,0.000,4
-2.222,0.920,0.000,4
-1.650,0.920,2.930,4
-2.778,0.920,3.220,4
-2.222,0.920,0.000,4
-2.656,0.920,3.220,4
-3.889,0.920,4.830,4
-1.111,0.880,4.830,4
2.761,0.700,7.664,4
6.111,0.530,9.660,4
7.778,0.430,11.270,4
8.939,0.360,13.637,4
10.000,0.340,14.490,4
11.111,0.290,14.490,4
12.133,0.300,12.800,4
12.778,0.290,12.880,4
12.778,0.260,12.880,4
12.778,0.300,12.800,4
12.222,0.300,12.880,4
10.000,0.340,11.270,4
8.072,0.450,9.885,4
6.111,0.530,9.660,4
6.111,0.510,11.270,4
5.189,0.550,10.739,4
6.667,0.510,14.490,4
5.556,0.550,11.270,4
4.928,0.610,16.245,4
5.556,0.620,17.710,4
4.444,0.670,17.710,4
2.811,0.770,12.993,4
2.778,0.760,12.880,4
3.889,0.760,14.490,4
7.761,0.680,14.973,4
11.111,0.540,16.100,4
12.778,0.490,14.490,4
14.967,0.420,12.751,4
17.222,0.310,11.270,4
17.778,0.280,11.270,4
17.828,0.300,12.590,4
18.889,0.280,12.880,4
19.017,0.260,14.876,4
18.022,0.270,14.442,4
17.850,0.280,13.798,4
16.322,0.320,10.819,4
14.078,0.390,9.290,4
12.567,0.430,9.016,4
12.928,0.470,17.630,4
11.494,0.540,13.363,4
10.100,0.610,11.367,4
10.183,0.640,7.213,4
10.350,0.640,11.222,4
10.700,0.700,14.699,4
9.744,0.730,11.962,4
9.017,0.740,13.749,4
8.889,0.770,14.490,4
10.056,0.760,13.975,4
10.156,0.830,14.168,4
12.011,0.750,12.172,4
14.717,0.590,24.794,4
15.922,0.500,21.252,4
17.178,0.420,25.341,4
16.183,0.410,28.288,4
17.017,0.390,24.005,4
16.183,0.470,24.247,4
16.244,0.430,29.882,4
16.022,0.440,27.644,4
15.183,0.500,26.855,4
12.456,0.520,17.613,4
9.728,0.600,9.773,4
7.983,0.700,1.739,4
6.906,0.770,2.109,4
6.278,0.850,2.544,4
5.283,0.860,3.800,4
4.689,0.830,6.778,4
4.517,0.880,3.864,4
4.533,0.860,6.794,4
3.467,0.900,4.234,4
3.361,0.900,4.057,4
2.456,0.930,5.265,4
6.111,0.790,4.830,4
9.878,0.720,9.161,4
12.778,0.640,11.270,4
15.044,0.520,11.061,4
16.161,0.470,12.349,4
17.850,0.420,11.689,4
17.833,0.400,9.902,4
17.872,0.370,10.996,4
17.922,0.370,10.819,4
17.944,0.360,13.444,4
17.867,0.350,12.349,4
17.350,0.380,12.655,4
17.222,0.370,11.254,4
16.078,0.400,12.043,4
14.900,0.430,8.130,4
15.422,0.460,13.170,4
14.222,0.470,6.231,4
12.611,0.620,5.265,4
11.156,0.850,3.542,4
10.617,0.940,6.102,4
9.628,0.940,10.529,4
9.589,0.940,10.610,4
9.628,0.940,12.864,4
9.100,0.940,13.798,4
8.889,0.930,12.880,4
9.078,0.990,11.705,4
10.167,0.940,12.944,4
10.283,0.940,10.916,4
11.472,0.930,10.433,4
12.478,0.920,5.635,4
12.922,0.890,7.487,4
13.950,0.820,7.036,4
13.833,0.780,8.710,4
12.822,0.900,7.712,4
12.861,0.910,3.816,4
12.822,0.960,9.483,4
12.339,1.000,3.751,4
12.311,0.930,4.476,4
11.322,1.000,5.023,4
11.739,0.940,6.875,4
11.806,0.940,7.277,4
11.694,0.940,10.867,4
11.183,0.960,10.481,4
11.250,0.960,6.649,4
11.156,0.940,11.753,4
10.628,0.960,13.444,4
10.644,0.940,10.771,4
10.100,0.940,8.614,4
10.100,0.940,5.635,4
11.111,0.870,9.451,4
12.078,0.870,11.254,4
12.661,0.850,10.787,4
14.656,0.820,9.628,4
14.883,0.700,11.447,4
16.883,0.610,9.483,4
16.994,0.600,10.546,4
17.633,0.570,12.687,4
17.150,0.590,13.009,4
17.039,0.570,13.782,4
16.111,0.630,11.028,4
14.972,0.640,12.075,4
14.950,0.690,8.098,4
13.861,0.750,11.656,4
13.183,0.800,7.052,4
13.244,0.760,11.737,4
12.694,0.790,14.474,4
11.667,0.800,14.490,4
10.744,0.880,7.680,4
10.583,0.870,11.463,4
10.583,0.870,6.665,4
10.139,0.880,7.003,4
10.000,0.870,8.436,4
10.100,0.870,9.258,4
10.206,0.860,9.370,4
11.183,0.820,9.805,4
12.278,0.750,13.186,4
13.083,0.800,12.719,4
15.028,0.620,13.089,4
16.183,0.580,10.079,4
17.183,0.530,10.417,4
17.367,0.480,8.694,4
17.222,0.520,9.660,4
17.311,0.510,6.907,4
16.367,0.550,12.800,4
15.139,0.590,13.315,4
12.711,0.640,18.757,4
11.506,0.710,19.175,4
10.878,0.760,20.640,4
9.839,0.790,19.755,4
9.156,0.810,20.753,4
8.528,0.840,20.334,4
8.028,0.880,22.814,4
7.222,0.860,17.710,4
6.878,0.870,17.501,4
6.683,0.900,17.179,4
7.850,0.900,21.574,4
7.389,0.940,24.488,4
7.544,0.880,21.365,4
7.350,0.880,24.955,4
7.350,0.880,25.341,4
7.317,0.890,22.669,4
7.861,0.850,27.273,4
7.928,0.840,22.025,4
7.961,0.900,22.282,4
7.778,0.890,20.930,4
7.806,0.900,15.488,4
7.933,0.950,12.300,4
7.806,0.960,10.755,4
7.778,0.900,10.449,4
7.800,0.900,9.837,4
7.778,0.890,8.050,4
7.778,0.930,3.220,4
7.794,0.940,7.100,4
7.778,0.940,10.771,4
7.750,0.900,10.433,4
7.794,0.910,6.182,4
7.778,0.890,6.440,4
7.706,0.850,10.513,4
6.844,0.830,9.258,4
6.256,0.880,10.433,4
6.256,0.940,11.447,4
6.367,0.930,11.302,4
7.322,0.930,10.497,4
7.222,0.930,11.270,4
7.922,0.960,9.596,4
8.961,0.930,9.483,4
9.006,0.890,12.429,4
9.894,0.860,13.524,4
10.000,0.860,11.270,4
10.000,0.830,9.660,4
9.967,0.870,5.072,4
10.000,0.860,3.220,4
11.111,0.800,0.000,4
10.017,0.840,1.723,4
7.778,0.960,3.220,4
7.222,0.930,3.220,4
7.428,0.930,3.542,4
7.778,0.890,11.270,4
6.667,0.930,11.270,4
5.917,0.930,3.156,4
3.889,0.960,3.220,4
2.778,0.960,6.440,4
3.800,0.960,3.027,4
2.778,1.000,8.050,4
5.000,0.930,8.050,4
7.172,0.930,8.807,4
10.000,0.860,11.270,4
12.222,0.740,9.660,4
12.711,0.720,11.479,4
13.889,0.670,16.100,4
15.000,0.720,16.100,4
16.022,0.580,12.832,4
15.000,0.670,16.100,4
15.000,0.620,14.490,4
14.028,0.710,17.275,4
12.778,0.770,12.880,4
12.778,0.770,8.050,4
12.222,0.810,8.968,4
11.111,0.860,9.660,4
10.556,0.860,11.270,4
9.111,0.900,6.698,4
0.000,0.610,11.270,4
-0.556,0.610,6.440,4
-0.194,0.600,6.424,4
-0.556,0.630,3.220,4
-2.778,0.680,6.440,4
-1.789,0.700,10.916,4
-2.222,0.690,12.880,4
0.000,0.630,8.050,4
4.739,0.470,14.120,4
8.889,0.340,25.760,4
11.111,0.270,27.370,4
12.000,0.260,23.715,4
12.778,0.230,27.370,4
13.889,0.200,22.540,4
14.844,0.190,24.359,4
16.111,0.170,24.150,4
16.111,0.170,24.150,4
15.906,0.200,23.715,4
15.000,0.210,17.710,4
12.222,0.270,11.270,4
11.200,0.300,9.644,4
7.778,0.370,11.270,4
7.778,0.350,14.490,4
7.222,0.350,13.733,4
8.889,0.930,6.440,4
7.778,0.960,6.440,4
7.533,0.930,6.730,4
7.778,0.960,6.440,4
7.222,0.960,6.440,4
6.839,0.960,6.601,4
5.000,1.000,11.270,4
7.778,0.960,8.050,4
8.906,0.890,4.524,4
12.778,0.720,4.830,4
15.000,0.620,4.830,4
16.961,0.460,4.540,4
17.778,0.430,12.880,4
17.222,0.440,14.490,4
17.828,0.450,11.785,4
17.778,0.460,9.660,4
17.778,0.430,11.270,4
17.761,0.450,8.453,4
17.222,0.520,9.660,4
15.000,0.600,11.270,4
14.111,0.650,8.195,4
13.889,0.670,11.270,4
13.333,0.740,14.490,4
11.789,0.800,13.814,4
11.667,0.800,17.710,4
11.111,0.860,11.270,4
11.128,0.840,13.959,4
10.556,0.890,11.270,4
10.000,0.890,11.270,4
10.472,0.870,11.898,4
10.000,0.930,14.490,4
10.000,0.860,12.880,4
10.089,0.880,11.238,4
10.000,0.930,8.050,4
11.111,0.930,9.660,4
14.094,0.750,13.476,4
16.111,0.670,11.270,4
17.222,0.540,16.100,4
14.983,0.660,15.778,4
17.222,0.670,17.710,4
15.000,0.670,20.930,4
16.911,0.590,16.696,4
13.889,0.770,11.270,4
12.778,0.900,8.050,4
12.483,0.840,4.363,4
11.111,0.800,11.270,4
10.556,0.860,14.490,4
10.000,0.810,11.254,4
10.000,0.800,11.270,4
8.889,0.830,6.440,4
8.072,0.890,11.012,4
7.222,0.860,11.270,4
6.667,0.890,11.270,4
6.022,0.920,14.088,4
6.111,0.860,11.270,4
7.222,0.930,8.050,4
10.033,0.830,10.803,4
12.778,0.830,12.880,4
16.111,0.720,17.710,4
17.206,0.540,23.683,4
17.778,0.520,25.760,4
17.778,0.560,25.760,4
19.011,0.460,24.891,4
18.889,0.470,25.760,4
20.000,0.400,20.930,4
18.022,0.500,9.531,4
15.000,0.720,11.270,4
13.889,0.770,0.000,4
13.039,0.870,4.428,4
12.222,0.860,11.270,4
11.667,0.930,3.220,4
12.189,0.870,5.313,4
11.111,0.930,3.220,4
11.111,0.930,3.220,4
11.250,0.960,7.052,4
11.111,0.930,11.270,4
11.111,0.890,14.490,4
10.067,0.890,10.980,4
8.889,0.930,9.660,4
8.889,0.930,11.270,4
10.050,0.870,10.787,4
12.222,0.720,8.050,4
12.778,0.690,1.610,4
13.856,0.640,3.526,4
15.000,0.550,4.830,4
16.111,0.620,9.660,4
17.117,0.630,8.179,4
17.778,0.560,9.660,4
17.778,0.560,9.660,4
17.172,0.590,7.551,4
16.111,0.720,9.660,4
13.889,0.900,9.660,4
12.778,0.910,11.254,4
12.778,0.900,16.100,4
12.778,0.900,14.490,4
11.667,0.910,9.354,4
11.111,0.930,6.440,4
11.667,0.860,14.490,4
11.217,0.940,20.753,4
10.556,0.930,14.490,4
10.556,0.890,14.490,4
9.150,0.930,12.027,4
7.778,1.000,9.660,4
10.000,0.930,11.270,4
12.067,0.830,15.198,4
13.889,0.830,22.540,4
16.111,0.780,24.150,4
17.189,0.670,22.846,4
17.778,0.650,22.540,4
18.889,0.610,20.930,4
20.000,0.520,23.152,4
20.000,0.530,20.930,4
20.000,0.530,17.710,4
20.122,0.520,20.093,4
20.000,0.570,20.930,4
18.889,0.610,20.930,4
17.311,0.620,12.912,4
16.111,0.670,12.880,4
15.556,0.720,11.270,4
14.494,0.750,22.959,4
13.333,0.770,14.490,4
12.778,0.740,11.270,4
12.744,0.740,6.070,4
12.222,0.740,3.220,4
11.667,0.800,3.220,4
11.200,0.830,3.172,4
11.111,0.800,4.830,4
11.111,0.800,11.270,4
11.128,0.820,15.295,4
10.000,0.860,16.100,4
10.000,0.830,16.100,4
10.089,0.840,12.252,4
11.111,0.770,14.490,4
12.222,0.740,9.660,4
12.917,0.750,4.025,4
16.111,0.520,22.540,4
17.222,0.520,25.760,4
17.156,0.480,19.561,4
17.222,0.480,20.930,4
15.000,0.600,11.270,4
12.967,0.700,12.574,4
11.111,0.800,8.050,4
9.444,0.860,6.440,4
8.800,0.880,10.626,4
8.333,0.890,6.440,4
7.778,0.890,11.270,4
8.178,0.880,11.850,4
6.667,0.930,6.440,4
6.667,0.890,11.270,4
6.944,0.890,10.642,4
7.222,0.860,8.050,4
10.000,0.830,8.050,4
12.639,0.740,13.218,4
16.111,0.620,12.880,4
17.778,0.520,16.100,4
19.778,0.490,22.009,4
21.111,0.410,24.150,4
22.222,0.380,22.540,4
22.017,0.380,21.027,4
22.778,0.340,17.710,4
22.778,0.370,17.710,4
22.189,0.370,15.553,4
22.222,0.380,14.490,4
18.889,0.480,14.490,4
17.394,0.530,12.172,4
16.111,0.620,14.490,4
15.556,0.620,14.490,4
14.511,0.630,13.444,4
13.889,0.640,11.270,4
12.222,0.720,11.270,4
11.372,0.740,6.360,4
11.111,0.740,6.440,4
10.556,0.770,11.270,4
9.500,0.850,5.957,4
7.778,0.890,3.220,4
12.222,0.740,0.000,4
14.983,0.680,7.953,4
17.778,0.650,4.830,4
20.000,0.570,8.050,4
22.556,0.380,10.884,4
22.778,0.370,14.490,4
23.889,0.360,16.100,4
24.894,0.310,15.327,4
25.000,0.300,12.880,4
26.111,0.300,12.880,4
25.089,0.320,11.447,4
25.000,0.330,8.050,4
23.889,0.410,3.220,4
20.261,0.510,7.132,4
18.889,0.560,9.660,4
18.333,0.580,11.270,4
18.144,0.530,10.723,4
17.778,0.540,11.270,4
16.667,0.580,11.270,4
13.556,0.740,5.329,4
12.778,0.770,3.220,4
11.667,0.830,6.440,4
11.806,0.830,6.424,4
11.111,0.860,4.830,4
17.222,0.630,8.050,4
19.600,0.550,11.238,4
21.111,0.570,11.270,4
22.778,0.510,12.880,4
24.983,0.420,15.295,4
26.111,0.360,12.880,4
27.222,0.320,12.880,4
27.172,0.360,12.413,4
27.778,0.330,11.270,4
27.778,0.310,9.660,4
27.744,0.310,14.281,4
27.222,0.390,11.270,4
25.000,0.390,4.830,4
22.428,0.450,4.798,4
20.000,0.530,4.830,4
18.889,0.580,6.440,4
18.556,0.560,10.191,4
17.778,0.580,11.270,4
14.444,0.750,6.440,4
14.444,0.750,3.172,4
13.889,0.750,6.440,4
15.000,0.640,11.270,4
14.478,0.680,6.923,4
15.000,0.670,8.050,4
17.222,0.630,8.050,4
19.778,0.530,12.075,4
22.778,0.480,20.930,4
25.000,0.320,27.370,4
26.078,0.290,34.776,4
27.222,0.240,40.250,4
27.222,0.210,37.030,4
27.744,0.220,35.018,4
27.778,0.250,33.810,4
27.778,0.250,25.760,4
27.828,0.220,23.039,4
27.222,0.240,22.540,4
23.889,0.320,14.490,4
22.344,0.330,10.723,4
18.889,0.430,12.880,4
19.444,0.420,14.490,4
19.306,0.400,16.808,4
5.556,0.380,14.490,4
5.000,0.410,14.490,4
4.028,0.460,10.674,4
3.889,0.520,14.490,4
3.333,0.540,14.490,4
3.906,0.590,10.497,4
2.222,0.690,8.050,4
3.889,0.640,9.660,4
7.294,0.560,11.415,4
11.111,0.430,14.490,4
12.222,0.430,16.100,4
15.889,0.370,16.148,4
17.778,0.350,25.760,4
18.889,0.340,20.930,4
20.728,0.330,22.218,4
21.111,0.350,24.150,4
20.000,0.370,24.150,4
19.878,0.400,17.291,4
18.889,0.400,22.540,4
16.111,0.480,9.660,4
14.167,0.550,9.306,4
12.222,0.570,8.050,4
12.222,0.590,6.440,4
11.578,0.630,11.173,4
16.667,0.500,11.270,4
14.444,0.570,6.440,4
13.556,0.640,3.204,4
12.778,0.690,6.440,4
11.111,0.740,3.220,4
13.367,0.670,3.075,4
13.889,0.670,0.000,4
17.222,0.580,4.830,4
19.722,0.500,10.755,4
22.778,0.440,12.880,4
25.000,0.420,16.100,4
27.050,0.380,15.987,4
27.222,0.340,22.540,4
28.889,0.360,16.100,4
28.872,0.320,15.343,4
30.000,0.290,11.270,4
30.000,0.290,11.270,4
28.978,0.260,11.141,4
28.889,0.220,12.880,4
27.222,0.260,9.660,4
23.000,0.370,7.921,4
17.778,0.600,1.610,4
18.333,0.560,6.440,4
17.533,0.570,3.091,4
11.111,0.630,11.270,4
9.444,0.740,11.270,4
9.844,0.770,6.118,4
10.556,0.740,6.440,4
10.556,0.740,6.440,4
10.800,0.760,6.199,4
11.111,0.710,9.660,4
12.222,0.720,4.830,4
12.728,0.710,10.642,4
15.000,0.620,8.050,4
18.889,0.480,12.880,4
19.983,0.440,14.490,4
22.222,0.380,12.880,4
22.778,0.340,16.100,4
23.700,0.320,17.372,4
22.778,0.370,14.490,4
23.889,0.320,12.880,4
22.728,0.330,12.590,4
22.778,0.320,9.660,4
20.000,0.400,0.000,4
16.511,0.510,3.220,4
15.000,0.550,3.220,4
14.444,0.600,14.490,4
15.050,0.710,16.857,4
12.778,0.770,11.270,4
13.333,0.740,14.490,4
11.911,0.810,6.424,4
11.111,0.800,6.440,4
10.000,0.860,6.440,4
